Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2026-03-03,35.96,36.16,35.46,35.82,0,0.0,0.0
2026-03-04,35.82,36.38,35.59,36.08,0,0.0,0.0
2026-03-05,36.08,36.48,35.94,36.45,0,0.0,0.0
2026-03-08,36.45,36.45,35.74,35.8,0,0.0,0.0
2026-03-09,35.8,36.08,35.51,35.71,0,0.0,0.0
2026-03-10,35.71,35.9,35.11,35.13,0,0.0,0.0
2026-03-11,35.13,35.96,34.96,35.65,0,0.0,0.0
2026-03-12,35.65,35.98,34.72,35.04,0,0.0,0.0
2026-03-15,35.04,35.37,34.28,34.39,0,0.0,0.0
2026-03-16,34.39,34.77,34.14,34.51,0,0.0,0.0
2026-03-17,34.51,34.57,33.85,33.93,0,0.0,0.0
2026-03-18,33.93,34.23,33.67,33.78,0,0.0,0.0
2026-03-19,33.78,34.11,33.05,33.29,0,0.0,0.0
2026-03-22,33.29,33.94,33.14,33.92,0,0.0,0.0
2026-03-23,33.92,34.18,33.38,33.7,0,0.0,0.0
2026-03-24,33.7,34.08,33.61,34.07,0,0.0,0.0
2026-03-25,34.07,34.19,33.74,34.06,0,0.0,0.0
2026-03-26,34.06,34.53,34.03,34.3,0,0.0,0.0
2026-03-29,34.3,34.95,34.27,34.71,0,0.0,0.0
2026-03-30,34.71,35.22,34.45,35.0,0,0.0,0.0
2026-03-31,35.0,35.0,34.34,34.45,0,0.0,0.0
2026-04-01,34.45,34.5,34.07,34.13,0,0.0,0.0
2026-04-02,34.13,34.34,34.12,34.2,0,0.0,0.0
2026-04-05,34.2,34.4,33.53,33.64,0,0.0,0.0
2026-04-06,33.64,33.77,33.33,33.36,0,0.0,0.0
2026-04-07,33.36,34.23,33.17,33.9,0,0.0,0.0
2026-04-08,33.9,33.95,33.64,33.74,0,0.0,0.0
2026-04-09,33.74,33.89,33.01,33.15,0,0.0,0.0
2026-04-12,33.15,33.23,32.51,32.59,0,0.0,0.0
2026-04-13,32.59,32.77,32.56,32.71,0,0.0,0.0
2026-04-14,32.71,33.41,32.51,33.3,0,0.0,0.0
2026-04-15,33.3,33.41,32.8,33.07,0,0.0,0.0
2026-04-16,33.07,33.75,32.96,33.7,0,0.0,0.0
2026-04-19,33.7,33.81,32.97,33.3,0,0.0,0.0
2026-04-20,33.3,33.53,32.86,33.02,0,0.0,0.0
2026-04-21,33.02,33.14,32.41,32.68,0,0.0,0.0
2026-04-22,32.68,32.86,31.99,32.18,0,0.0,0.0
2026-04-23,32.18,32.59,31.87,32.41,0,0.0,0.0
2026-04-26,32.41,32.82,32.32,32.68,0,0.0,0.0
2026-04-27,32.68,33.36,32.55,33.1,0,0.0,0.0
2026-04-28,33.1,33.36,32.88,33.28,0,0.0,0.0
2026-04-29,33.28,33.68,32.95,33.66,0,0.0,0.0
2026-04-30,33.66,33.83,33.22,33.53,0,0.0,0.0
2026-05-03,33.53,33.86,33.41,33.59,0,0.0,0.0
2026-05-04,33.59,33.85,33.56,33.64,0,0.0,0.0
2026-05-05,33.64,33.97,33.42,33.85,0,0.0,0.0
2026-05-06,33.85,34.73,33.71,34.5,0,0.0,0.0
2026-05-07,34.5,35.29,34.5,35.14,0,0.0,0.0
2026-05-10,35.14,35.34,34.94,35.16,0,0.0,0.0
2026-05-11,35.16,35.3,34.81,35.08,0,0.0,0.0
2026-05-12,35.08,35.2,35.07,35.08,0,0.0,0.0
2026-05-13,35.08,35.42,34.92,34.96,0,0.0,0.0
2026-05-14,34.96,35.07,34.3,34.46,0,0.0,0.0
2026-05-17,34.46,34.62,34.29,34.44,0,0.0,0.0
2026-05-18,34.44,34.54,33.91,34.19,0,0.0,0.0
2026-05-19,34.19,34.89,33.96,34.67,0,0.0,0.0
2026-05-20,34.67,35.42,34.61,35.34,0,0.0,0.0
2026-05-21,35.34,35.76,35.26,35.42,0,0.0,0.0
2026-05-24,35.42,35.65,34.82,34.97,0,0.0,0.0
2026-05-25,34.97,35.2,34.76,35.13,0,0.0,0.0
2026-05-26,35.13,35.49,34.87,35.42,0,0.0,0.0
2026-05-27,35.42,35.46,34.49,34.8,0,0.0,0.0
2026-05-28,34.8,34.96,34.47,34.56,0,0.0,0.0
2026-05-31,34.56,34.82,34.35,34.6,0,0.0,0.0
2026-06-01,34.6,34.84,34.31,34.72,0,0.0,0.0
2026-06-02,34.72,35.41,34.62,35.16,0,0.0,0.0
2026-06-03,35.16,35.21,34.54,34.58,0,0.0,0.0
2026-06-04,34.58,34.82,33.96,34.14,0,0.0,0.0
2026-06-07,34.14,34.27,33.59,33.65,0,0.0,0.0
2026-06-08,33.65,34.13,33.31,33.91,0,0.0,0.0
2026-06-09,33.91,33.96,33.79,33.9,0,0.0,0.0
2026-06-10,33.9,34.02,33.29,33.29,0,0.0,0.0
2026-06-11,33.29,34.03,33.12,33.71,0,0.0,0.0
2026-06-14,33.71,34.1,33.43,33.96,0,0.0,0.0
2026-06-15,33.96,33.97,33.13,33.39,0,0.0,0.0
2026-06-16,33.39,33.57,33.03,33.09,0,0.0,0.0
2026-06-17,33.09,33.66,32.91,33.41,0,0.0,0.0
2026-06-18,33.41,33.67,32.61,32.89,0,0.0,0.0
2026-06-21,32.89,33.32,32.65,33.31,0,0.0,0.0
2026-06-22,33.31,33.99,33.03,33.96,0,0.0,0.0
